row_idx,top_features,top_abs_z
115785,"['distinct_pos', 'mean_allowed', 'mean_payment', 'distinct_hcpcs', 't_hipaa_share']","[1.9950045249592383, 1.6790275245418023, 1.639788314499522, 1.3171064083221087, 0.9999995745697359]"
115827,"['distinct_pos', 'distinct_hcpcs', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[1.9950045249592383, 1.6194023663335129, 1.2409996848684486, 0.9999995745697359, 0.9999995745697359]"
115856,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[2.52453611787139, 1.6194023663335129, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
115900,"['total_services', 'distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[2.7690338913707513, 2.7278208790419947, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
115903,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[15.334497059838846, 15.316277821674177, 11.423743402434427, 0.9999995745697359, 0.9999995745697359]"
115917,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[3.2513620388540714, 2.929351517716264, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
115934,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[7.866852165235866, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
115979,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[6.959964291201653, 5.512139633267387, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
116025,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[7.770564445890185, 4.73721065529011, 4.692109532285608, 1.4135499045159545, 0.9999995745697359]"
116026,"['mean_allowed', 'mean_payment', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[7.912037278329473, 7.896928223708775, 2.3832081267118985, 0.9999995745697359, 0.9999995745697359]"
116066,"['distinct_hcpcs', 'mean_charge', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[2.526290240367725, 1.4997489145557468, 1.3190091988049328, 0.9999995745697359, 0.9999995745697359]"
116081,"['distinct_hcpcs', 'allow_ratio', 't_hipaa_share', 't_billing_share', 't_lab_share']","[2.1232289630191863, 1.2549603067726356, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
116111,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[2.526290240367725, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
116132,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_pos', 'distinct_hcpcs']","[5.210534348212225, 5.161272768043377, 2.9847744092303077, 1.9950045249592383, 1.0148104503107045]"
116133,"['distinct_hcpcs', 'allow_ratio', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.440831307773285, 1.2008600101747058, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
116146,"['distinct_hcpcs', 'mean_allowed', 'mean_payment', 'mean_charge', 'distinct_pos']","[2.8285861983791296, 2.8133320322837485, 2.8027295270039145, 2.3209077945000183, 1.9950045249592383]"
116153,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[5.851545778493171, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
116188,"['distinct_hcpcs', 'total_services', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[8.975270677944348, 5.4445925262720545, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
116219,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.74312726578469, 2.4891618593313347, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
116232,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[8.334550108540942, 8.312091848409619, 4.45581817777123, 0.9999995745697359, 0.9999995745697359]"
116313,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_pos', 'allow_ratio']","[7.6636221668400015, 7.654922650286011, 6.069542177966021, 1.9950045249592383, 1.0247573774887881]"
116322,"['mean_allowed', 'mean_payment', 'distinct_pos', 'distinct_hcpcs', 'total_services']","[2.3720204671354064, 2.3176098116704638, 1.9950045249592383, 1.3171064083221087, 1.090119194349272]"
116345,"['distinct_hcpcs', 'total_services', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[2.7278208790419947, 2.0862075156028124, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
116381,"['mean_charge', 'mean_payment', 'mean_allowed', 'distinct_pos', 'allow_ratio']","[5.654226890987109, 4.856604899620992, 4.834717633633401, 1.9950045249592383, 1.250618543582365]"
116389,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[6.030566319147365, 6.030532054986517, 4.597049406791192, 0.9999995745697359, 0.9999995745697359]"
116406,"['mean_allowed', 'mean_payment', 'distinct_pos', 'distinct_hcpcs', 't_hipaa_share']","[3.356948348306824, 3.3125171113968057, 1.9950045249592383, 1.0148104503107045, 0.9999995745697359]"
116414,"['mean_charge', 'mean_allowed', 'mean_payment', 'distinct_pos', 'allow_ratio']","[4.37209434552466, 2.6071564737458663, 2.5953939367063277, 1.9950045249592383, 1.373988052490304]"
116421,"['distinct_hcpcs', 'distinct_pos', 'total_services', 't_hipaa_share', 't_billing_share']","[2.4255249210305907, 1.9950045249592383, 1.9037535987051175, 0.9999995745697359, 0.9999995745697359]"
116538,"['mean_charge', 'mean_payment', 'mean_allowed', 'distinct_pos', 'allow_ratio']","[3.563101512066075, 3.285284419551491, 3.2771842257474604, 1.9950045249592383, 1.182913263168334]"
116543,"['mean_allowed', 'mean_payment', 'distinct_pos', 'mean_charge', 'distinct_hcpcs']","[2.2893303638847025, 2.2521801962685486, 1.9950045249592383, 1.202729647132661, 1.1155757696478392]"
116569,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[7.405881115594349, 5.657821993049727, 5.618733563931853, 1.321156613928901, 0.9999995745697359]"
116576,"['mean_payment', 'mean_allowed', 'mean_charge', 'allow_ratio', 't_hipaa_share']","[7.283708360134079, 7.25563175779499, 5.685461571393501, 1.014112578469528, 0.9999995745697359]"
116585,"['mean_allowed', 'mean_payment', 'mean_charge', 'distinct_hcpcs', 't_hipaa_share']","[9.91672072472574, 9.902265078426367, 4.7783079765020675, 1.216341088984974, 0.9999995745697359]"
116591,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_hcpcs', 't_hipaa_share']","[11.7585866509359, 11.754130135350646, 7.889523586604213, 3.1308821563905336, 0.9999995745697359]"
116596,"['mean_allowed', 'mean_payment', 'mean_charge', 'distinct_pos', 'allow_ratio']","[5.202543348843442, 5.164975964427852, 4.117198200913942, 1.9950045249592383, 1.00848705246233]"
116645,"['mean_allowed', 'mean_payment', 't_hipaa_share', 't_billing_share', 't_lab_share']","[3.48795129341979, 3.423168444318335, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
116742,"['mean_payment', 'mean_allowed', 'mean_charge', 'allow_ratio', 't_hipaa_share']","[7.028594747192446, 7.0135418537324385, 5.404894583770612, 1.0003643722943023, 0.9999995745697359]"
116764,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 'mean_charge', 't_hipaa_share']","[4.340065988436151, 1.9950045249592383, 1.3779169552646093, 1.0325871160343347, 0.9999995745697359]"
116821,"['distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[2.62705555970486, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
116938,"['distinct_pos', 'mean_allowed', 'mean_payment', 'mean_charge', 'distinct_hcpcs']","[1.9950045249592383, 1.9379135205070859, 1.930686359274897, 1.305381857826438, 1.216341088984974]"
117019,"['mean_payment', 'mean_allowed', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[5.063022058783597, 5.038154982628124, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
117028,"['mean_payment', 'mean_allowed', 'mean_charge', 'allow_ratio', 't_hipaa_share']","[13.133711815366409, 13.129474281915256, 11.423743402434427, 1.1078707112171475, 0.9999995745697359]"
117035,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[4.382557561359189, 4.3489730080543145, 2.6319908337521296, 0.9999995745697359, 0.9999995745697359]"
117040,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[1.302338287655016, 1.216341088984974, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
117071,"['mean_allowed', 'mean_payment', 'mean_charge', 'total_services', 't_hipaa_share']","[3.7664555281358125, 3.736052010999157, 2.5918341847102475, 1.886291361879062, 0.9999995745697359]"
117133,"['t_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share', 'total_beneficiaries']","[0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.6226500027516781]"
117136,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[5.235022053251338, 4.78405525092771, 1.4579967471753057, 0.9999995745697359, 0.9999995745697359]"
117167,"['distinct_hcpcs', 'total_services', 'distinct_pos', 'allow_ratio', 't_hipaa_share']","[5.246953862470363, 2.3549672151165573, 1.9950045249592383, 1.1933456077151643, 0.9999995745697359]"
117266,"['total_services', 'distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[5.642312671425255, 4.54159662711042, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
117295,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[11.284378004759613, 6.000731322569067, 5.532188855716003, 1.5004119134399676, 0.9999995745697359]"
117321,"['distinct_pos', 'allow_ratio', 'mean_allowed', 'mean_payment', 'distinct_hcpcs']","[1.9950045249592383, 1.9762127605615647, 1.913586838756161, 1.8789547916076672, 1.5186370469963781]"
117369,"['distinct_hcpcs', 'total_services', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[8.068382803910135, 7.309136092341421, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
117406,"['total_beneficiaries', 'distinct_hcpcs', 'total_services', 'allow_ratio', 'mean_allowed']","[12.692562879089513, 9.378331955292888, 8.969715440695541, 1.2994579351810196, 1.2068537822649186]"
117411,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.068197853294694, 3.9370047110876114, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
117440,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_pos', 'allow_ratio']","[6.124295068687005, 6.105180563701726, 5.009395903367443, 1.9950045249592383, 1.041409540392479]"
117562,"['distinct_pos', 'allow_ratio', 'distinct_hcpcs', 'mean_charge', 't_hipaa_share']","[1.9950045249592383, 1.5447616993585334, 1.4178717276592434, 1.1962407580261274, 0.9999995745697359]"
117612,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[5.246953862470363, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
117762,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[9.186077704190842, 9.156246797496024, 4.224005305750028, 0.9999995745697359, 0.9999995745697359]"
117763,"['mean_allowed', 'mean_payment', 'mean_charge', 'distinct_pos', 't_hipaa_share']","[8.149068061095232, 8.136189504605236, 5.100797413220296, 1.9950045249592383, 0.9999995745697359]"
117810,"['mean_allowed', 'mean_payment', 'distinct_pos', 'mean_charge', 't_hipaa_share']","[6.137587800283594, 6.07926231616355, 1.9950045249592383, 1.4157998773319682, 0.9999995745697359]"
117859,"['distinct_hcpcs', 'total_beneficiaries', 't_hipaa_share', 't_billing_share', 't_lab_share']","[1.921698324344917, 1.119171432019402, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
117885,"['distinct_hcpcs', 'distinct_pos', 'mean_allowed', 'mean_payment', 't_hipaa_share']","[3.2316474757276685, 1.9950045249592383, 1.2708897245993087, 1.2577503004981183, 0.9999995745697359]"
117897,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_pos', 'allow_ratio']","[5.37843290654649, 5.353968164431254, 4.672846013284195, 1.9950045249592383, 1.078514122001856]"
117930,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[16.048059596071713, 2.1232289630191863, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
117964,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[6.258650257581259, 4.138535349761881, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
117984,"['distinct_pos', 'mean_allowed', 'mean_payment', 'distinct_hcpcs', 't_hipaa_share']","[1.9950045249592383, 1.621176486841903, 1.5418995671453943, 1.4178717276592434, 0.9999995745697359]"
118082,"['distinct_hcpcs', 'distinct_pos', 'total_services', 'allow_ratio', 't_hipaa_share']","[2.7278208790419947, 1.9950045249592383, 1.3052751183939435, 1.0754559402534065, 0.9999995745697359]"
118115,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[11.423743402434427, 6.526471158292226, 6.47021028172089, 1.455582639751839, 0.9999995745697359]"
118152,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_hcpcs', 't_hipaa_share']","[11.258043693425508, 11.061725100310298, 6.7374665889336045, 2.62705555970486, 0.9999995745697359]"
118197,"['total_services', 'allow_ratio', 't_hipaa_share', 't_billing_share', 't_lab_share']","[1.293342589896139, 1.006903011501937, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
118203,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[3.836239391750477, 1.9950045249592383, 1.2161899618087415, 0.9999995745697359, 0.9999995745697359]"
118337,"['total_services', 'distinct_hcpcs', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[2.205691548188368, 2.1232289630191863, 1.273562279046698, 0.9999995745697359, 0.9999995745697359]"
118384,"['distinct_hcpcs', 'distinct_pos', 'mean_charge', 'mean_payment', 'mean_allowed']","[3.433178114401938, 1.9950045249592383, 1.5682128482079534, 1.495950748140231, 1.4692900755161329]"
118390,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[9.60324838894577, 9.333557084813302, 9.298969082202538, 1.2102064532869312, 0.9999995745697359]"
118395,"['total_services', 'distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[4.42842263266855, 3.5339434337390725, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
118415,"['mean_allowed', 'mean_payment', 'distinct_pos', 'distinct_hcpcs', 'mean_charge']","[2.488959597138853, 2.472299707068079, 1.9950045249592383, 1.921698324344917, 1.3403287119967904]"
118481,"['mean_charge', 'mean_payment', 'mean_allowed', 'distinct_hcpcs', 'allow_ratio']","[8.885848185664466, 8.805447858663538, 8.789068214280018, 2.2239942823563212, 1.1952089624595228]"
118489,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[4.843892585121824, 1.9950045249592383, 1.2599109448683234, 0.9999995745697359, 0.9999995745697359]"
118548,"['mean_payment', 'mean_allowed', 'distinct_pos', 'mean_charge', 't_hipaa_share']","[5.051638041666632, 5.050250797154251, 1.9950045249592383, 1.8837320563349476, 0.9999995745697359]"
118689,"['mean_charge', 'distinct_pos', 'allow_ratio', 'distinct_hcpcs', 'mean_payment']","[6.835022255120662, 1.9950045249592383, 1.6660384146656455, 1.6194023663335129, 1.0254534804033093]"
118766,"['mean_allowed', 'mean_payment', 'mean_charge', 'distinct_pos', 'allow_ratio']","[4.9004309554771295, 4.887583106975332, 4.344208539435673, 1.9950045249592383, 1.084474131108806]"
118787,"['distinct_hcpcs', 'total_services', 'mean_charge', 'allow_ratio', 't_hipaa_share']","[7.363025568550192, 2.331869438223911, 1.9775930568269873, 1.4300965634808211, 0.9999995745697359]"
118794,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.037770030424746, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
118826,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[5.5492498204817675, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
118933,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_pos', 't_hipaa_share']","[5.339944093551938, 5.295883008219868, 2.22386325893955, 1.9950045249592383, 0.9999995745697359]"
118977,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[4.74312726578469, 1.9950045249592383, 1.1439408673285105, 0.9999995745697359, 0.9999995745697359]"
119079,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[8.404020039996073, 6.354427534681708, 6.339306110416267, 1.3302251173767015, 0.9999995745697359]"
119109,"['distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[3.836239391750477, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
119205,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[3.836239391750477, 1.9950045249592383, 1.3821730432824728, 0.9999995745697359, 0.9999995745697359]"
119267,"['distinct_hcpcs', 'allow_ratio', 't_hipaa_share', 't_billing_share', 't_lab_share']","[2.1232289630191863, 2.0117116441292966, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
119287,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[6.859198971864519, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
